ArtikkelNr;Beskr;LevNr;LevKod;LevFargKod;Sasong;KjedeInnkPris;TotalLagerBeh;RegistrertDato;SistEndretDato;Antall;But. med lager;Lager ant. pr. butikk;Strekkoder
9828055;SALES PAPERBAG LARGE 100 PCS/CRT;40;1109;410;201501;416,14;0;26/02/13;07/11/19;2;;;7321368307437
9811713;PAPER BAG SMALL200 PCS/CRT;40;1115;410;200003;0;0;25/01/10;17/11/20;3;;;7322628215523
9816026;PAPER BAG SMALL 50 PCS/CRT;40;1115;410;201101;115,43;0;09/02/11;22/11/19;3;;;0200001002571,0200001025846,0200001025853,0200001025860,0200001027611
9828527;PAPER BAG SMALL 200 PCS/CRT;40;1115;410;201501;848,46;0;15/05/13;07/11/19;3;;;7321368307475
9811624;PAPER BAG MEDIUM 50 PCS/CRT;40;1116;410;201101;4,36;0;19/01/10;17/11/20;2;;;0200001015793,0200001015809,0200001023224,0200001041662,0200001041679,7322628215530
9828041;PAPER BAG MEDIUM 50 PCS/CRT;40;1116;410;201501;311,3;0;22/02/13;07/11/19;2;;;7321368307574
9815209;PAPER BAG LARGE 50 PCS/CRT;40;1117;410;200003;0;0;01/12/10;22/11/19;2;;;7322628215585
9828570;PAPER BAG LARGE 50 PCS/CRT;40;1117;410;201501;528,76;0;29/05/13;07/11/19;2;;;7321368307482
9812279;TISSUE PAPER 2500PCS/CRT;40;1118;110;201101;11,07;0;07/04/10;22/11/19;2;;;0200001022890,0200001029752,0200001041273,0200001041280,0200001041297,0200001042263,7322628215660
9828137;TISSUE PAPER 2500PCS/CRT;40;1118;110;201501;1039,97;0;04/03/13;07/11/19;2;;;7321368307499
9811770;RECEIPT ENVELOPE 200 PCS/CRT;40;1123;410;200003;0;0;28/01/10;22/11/19;3;;;7322628215981
9816573;RECEIPT ENVELOPE 200PCS/CRT;40;1123;410;201101;,54;0;18/05/11;22/11/19;3;;;0200001023682
9828514;RECEIPT ENVELOPE 200PCS/CRT;40;1123;410;201401;88,51;0;08/05/13;07/11/19;3;;;7321368027229
9815163;GIFT CARD ENVELOPE  100PCS/CRT;40;1124;410;200003;0;0;12/11/10;22/11/19;3;;;7322628216032
9816574;GIFT CARD ENVELOPE 100PCS/CRT;40;1124;410;201101;2;0;18/05/11;22/11/19;3;;;0200001023699
9832560;GIFT CARD ENVELOPE 100PCS/CRT;40;1124;410;201501;225,09;0;13/05/14;07/11/19;3;;;7321368307543
9800884;IVY FLANNEL 1PL SL;40;121001;90;201503;0;26;13/09/05;30/03/20;2;1;26;7322628133230,7322628133247,7322628133254,7322628133261,7322628133278,7322628133285,7322628133292,7322628133308,7322628133360,7322628133377,7322628133384,7322628133391,7322628133407,7322628133414,7322628133476,7322628133483,7322628133490,7322628133506,7322628133513,7322628133520
9805290;E.G.FLANNEL PANTS 1PL SL;40;121001;90;201703;0;6;13/08/07;30/03/20;2;1;6;7322620552633,7322620552640,7322620552657,7322620552664,7322620552695,7322620552701,7322620552718,7322620553579,7322620553609,7322620553616,7322620553623,7322620553630,7322620553647,7322620620448,7322620620455,7322620620462,7322620620622,7322620620639,7322620620646
9803079;E.G. FLANNEL PANTS FF SL;40;121004;5;201603;0;4;03/08/06;30/03/20;2;1;4;7322622368768,7322622368782,7322622368799,7322622368805,7322622368836,7322622368874,7322622368881,7322622368904,7322622368911,7322622368928,7322622368959,7322622368997,7322622369000,7322622369024,7322622369031,7322622369048
9808046;G.N.H. FLANNEL PANTS R;40;121004;5;201803;0;0;26/06/08;30/03/20;2;;;7322627109663,7322627109670,7322627109687,7322627109694,7322627109700,7322627109717,7322627110003,7322627110706,7322627110713,7322627110720,7322627111307,7322627111314,7322627111321,7322627111338
9802760;G.N.H. MID WHALE CORD PANTS FF SL;40;124004;405;201703;0;24;31/07/06;30/03/20;2;1;24;7322620438906,7322620439279,7322620439286,7322620439293,7322620439309,7322620439491,7322620444945,7322620444952,7322620444969,7322620444976,7322620444983,7322620449384,7322620449391,7322620449407,7322620449575,7322620449582,7322622426765,7322622426772,7322622426789,7322622426796,7322622426802,7322622426819,7322622426895,7322622426901,7322622426918,7322622426925,7322622426932,7322622427007,7322622427014,7322622427021,7322622427038,7322622427045
9807754;G.N.H. MID WHALE CORD PANTS R.;40;124004;405;201803;0;22;14/05/08;30/03/20;2;1;22;7322627780633,7322627781029,7322627781197,7322627781357,7322627781579,7322627781654,7322627781869,7322627781944,7322627782651,7322627783467,7322627783658,7322627783788,7322627784655,7322627784730,7322627784969,7322627785041,7322627785126,7322627785614
9805292;G.N.H. ANTIQUE COTTON PANTS FF SL;40;126004;91;201703;0;5;13/08/07;30/03/20;2;1;5;7322620475413,7322620475420,7322620475437,7322620475444,7322620475604,7322620475611,7322620480691,7322620480851,7322620480868,7322620480875,7322620480882,7322620487096,7322620487102,7322620487119,7322620487126,7322620487133
9807786;G.N.H. ANTIQUE COTTON PANTS R.;40;126004;91;201803;0;4;20/05/08;30/03/20;2;1;4;7322627791394,7322627791479,7322627791554,7322627791639,7322627791714,7322627791790,7322627791950,7322627792032,7322627792544,7322627792780,7322627792865,7322627792940,7322627793183,7322627793268,7322627793428,7322627793503,7322627793589,7322627793893
9810509;KNIGHT STR. COMFORT JEANS T.;40;131111;951;201103;206,63;16;23/07/09;30/03/20;2;1;16;0200001001420,0200001001437,7322623901995,7322623902053,7322623902077,7322623902084,7322623902152,7322623902169,7322623902183,7322623902190,7322623902206,7322623902336,7322623902343,7322623902350,7322623902442,7322623902459,7322623902572,7322623902589,7322623902596,7322623902602,7322623902732,7322623902749,7322623902787,7322623902824,7322623902855,7322623902879,7322623902930,7322623902947,7322623902961,7322623902978,7322623903012,7322623903135,7322623903227,7322623903234,7322623903357,7322623903364,7322623903371,7322623903388
9808302;G.N.H. KNIGHT STR. COMFORT JEANS TYLER;40;131111;951;201803;0;0;17/07/08;30/03/20;2;;;7322627410011,7322627410028,7322627410035,7322627410042,7322627410059,7322627410066,7322627410530,7322627410547,7322627410554,7322627410561,7322627410578,7322627410585,7322627410592,7322627410608,7322627410615,7322627411100,7322627411117,7322627411124,7322627411131,7322627411148,7322627411155,7322627411162,7322627411179,7322627411711,7322627411728,7322627411735,7322627411742,7322627411759
9847307;SLIM GANT JEANS;40;1315008;961;201703;164,37;3;11/07/17;30/11/20;2;16;3;
9847090;SLIM GANT JEANS;40;1315008;961;202003;195,17;504;26/06/17;14/12/20;2;2|3|6|9|10|11|12|13|14|16|20|40;48|37|22|32|84|41|46|35|72|74|3|10;7325701619492,7325701619508,7325701619515,7325701619522,7325701619539,7325701619546,7325701619553,7325701619560,7325701619577,7325701619584,7325701619591,7325701619607,7325701619614,7325701619621,7325701619638,7325701619645,7325701619652,7325701619669,7325701619676,7325701619683,7325701619690,7325701619706,7325701619713,7325701619720,7325701619737,7325701619744,7325701619751,7325701619768,7325701619775,7325701619782,7325701619799,7325701619805,7325701619812,7325701619829,7325701684490,7325701684506,7325701684513,7325702049397,7325702049403,7325702049410,7325702049427,7325702686479,7325702686493,7325702686530,7325705359028,7325705359059,7325705359066
9811678;THE CHINO N.H.;40;139504;271;201403;156,22;48;20/01/10;30/03/20;2;1|20;22|26;0200001126451,0200001126468,7322624242301,7322624242318,7322624242325,7322624242332,7322624242349,7322624242356,7322624242363,7322624243827,7322624243834,7322624243841,7322624243858,7322624243865,7322624243872,7322624243889,7322624243896,7322624243902,7322624243919,7322624243926,7322624243933,7322624245296,7322624245302,7322624245319,7322624245326,7322624245333,7322624245357,7322624245371,7322624245388,7322624245395,7322624245401,7322624256384,7322624256391,7322624256407,7322624256414,7322624256421,7322624256438,7322624256445
9809337;G.N.H. THE CHINOS N.H.;40;139504;271;201901;0;0;26/01/09;05/03/20;2;;;0200001028144,0200001028151,7322621089701,7322621089718,7322621089725,7322621089732,7322621089756,7322621089763,7322621091919,7322621091926,7322621091940,7322621091957,7322621091964,7322621091971,7322621091995,7322621092008,7322621092015,7322621093807,7322621093814,7322621093821,7322621093838,7322621093869,7322621093876,7322621093883,7322621093890,7322621093906,7322621098864,7322621098888,7322621098895,7322621098901,7322621098918,7322621098925,7322621098949
9802919;G.N.H. BRUSHED NEWPORT CHINOS;40;142104;342;201703;0;43;31/07/06;30/03/20;2;1;43;7322620566388,7322620566487,7322620566494,7322620566500,7322620566517,7322620566524,7322620566982,7322620566999,7322620567002,7322620567019,7322620567040,7322620567057,7322620567064,7322620567071,7322620567088,7322620567323,7322620567330,7322620567347,7322620567354,7322620567361,7322620567392,7322620567408,7322620567415,7322620567422,7322620567545,7322620567552,7322620567569,7322620567576,7322620567583,7322622361356,7322622361387,7322622361394,7322622361400,7322622361486,7322622361516,7322622361523,7322622361530,7322622361561,7322622361622,7322622361639,7322622361646,7322622361653,7322622361660,7322622361677,7322622361691,7322622361707,7322622361776,7322622361783,7322622361790,7322622361806,7322622361813,7322622361820,7322622361844,7322622361851
9807914;G.N.H. BRUSHED NEWPORT CHINOS N.H.;40;142104;342;201803;0;0;19/06/08;30/03/20;2;;;7322627121535,7322627121542,7322627121559,7322627121566,7322627121573,7322627121580,7322627122907,7322627122914,7322627122921,7322627122938,7322627122945,7322627122952,7322627122969,7322627122976,7322627123065,7322627125038,7322627125113,7322627125120,7322627125137,7322627125144,7322627125151,7322627125168,7322627125175,7322627125182,7322627126196,7322627126202,7322627126219,7322627126226,7322627126233
9802920;G.N.H. BRUSHED NEWPORT CHINOS FF SL;40;142104;405;201703;0;44;31/07/06;30/03/20;2;1;44;7322620567705,7322620567712,7322620567729,7322620567743,7322620567750,7322620567767,7322620567859,7322620567866,7322620568023,7322620568030,7322620568047,7322620568054,7322620568061,7322620568078,7322620568443,7322620568450,7322620568467,7322620568474,7322620568481,7322620568658,7322620568665,7322620568672,7322620569297,7322620569303,7322620569310,7322620569327,7322620569334,7322620569488,7322622783516,7322622783547,7322622783578,7322622783585,7322622783646,7322622783677,7322622783721,7322622787521,7322622787675,7322622787712,7322622787750,7322622787767,7322622788191,7322622788320,7322622788368,7322622788399,7322622788405,7322622789433,7322622789488,7322622789518,7322622789594,7322622789631,7322622793560,7322622793591,7322622793775
9807915;G.N.H. BRUSHED NEWPORT CHINOS N.H.;40;142104;405;201803;0;0;19/06/08;30/03/20;2;;;7322627121665,7322627121672,7322627121825,7322627121832,7322627121849,7322627121856,7322627123126,7322627123201,7322627123218,7322627123225,7322627123232,7322627123249,7322627123256,7322627123263,7322627123270,7322627125267,7322627125274,7322627125281,7322627125298,7322627125304,7322627125311,7322627125328,7322627125335,7322627126332,7322627126349,7322627126356,7322627126363,7322627126370
9811681;LINEN FATIGUE CHINOS;40;143508;405;200001;0;14;20/01/10;30/03/20;2;1;14;0200001009679,7322624286732,7322624286749,7322624286756,7322624286763,7322624286770,7322624286787,7322624286794,7322624298186,7322624298193,7322624298209,7322624298216,7322624298223,7322624298230,7322624298247,7322624298254,7322624298261,7322624305846,7322624305877,7322624305891,7322624306836,7322624307062,7322624307079,7322624307284,7322624307659,7322624307697,7322624319522,7322624319539,7322624319553,7322624319577,7322624319584
9806683;G.N.H. LINEN FATIGUE;40;143508;405;201901;0;46;18/01/08;30/03/20;2;1;46;7322621147203,7322621147210,7322621147227,7322621147234,7322621147241,7322621147258,7322621147265,7322621148149,7322621148156,7322621148163,7322621148170,7322621148187,7322621148194,7322621148200,7322621148224,7322621148231,7322621149078,7322621149085,7322621149092,7322621149108,7322621149115,7322621149122,7322621149146,7322621149221,7322621150760,7322621150777,7322621150791,7322621150807,7322621150814,7322625982312,7322625982336,7322625982374,7322625982381,7322625982398,7322625982404,7322625982466,7322625982473,7322625982480,7322625982497,7322625982503,7322625982756,7322625982763,7322625982770,7322625982787,7322625982794,7322625982855,7322625982862,7322625982879,7322625982886,7322625982893,7322625982909,7322625982916,7322625982923,7322625983029,7322625983036,7322625983043,7322625983098,7322625983128
9816835;EKSPEDISJONSBEGYR;40;150;5;201101;0;0;18/07/11;31/10/18;3;;;0200001029370
9813456;PORTO;40;150;5;201101;0;0;28/06/10;31/10/18;3;;;0200001017452,0200001017575,0200001020889,0200001022852,0200001023071,0200001023156,0200001023194,0200001023200,0200001023422,0200001023644,0200001025822,0200001041877,0200001042805,0200001044199,0200001047879,0200001047886,0200001048036,0200001048067,0200001048630,0200001048937,0200001048944,0200001049613,0200001051128
9818598;EKSPEDISJONSGEBYR;40;150;5;201102;0;0;11/08/11;31/10/18;3;;;0200001060557,0200001060588
9853454;SLIM TWILL CHINO;40;1500156;243;201903;176,87;1;12/11/18;30/03/20;2;20;1;7325702654515
9854067;SLIM TWILL CHINO;40;1500156;243;201903;176,87;0;10/01/19;05/03/20;2;;;7325702654539
9852708;O1. SLIM TECH PREP CHINO;40;1501356;410;201801;213,13;0;04/09/18;14/09/20;2;;;
9851767;HALLDEN TECH PREP CHINOS;40;1501356;410;202003;280,81;1327;17/07/18;15/12/20;2;2|3|5|6|9|11|12|13|14|16|17|18|19|20|40;71|145|2|94|137|149|160|101|25|142|51|90|45|112|3;7325705016006,7325705017768,7325705017799,7325705017829,7325705017843,7325705017881,7325705017898,7325705017904,7325705017911,7325705017928,7325705017935,7325705017942,7325705017959,7325705017966,7325705017973,7325705017980,7325705018000,7325705018031,7325705018055,7325705018079,7325705018093,7325705018116,7325705018130,7325705018161,7325705018192,7325705018222,7325705018253,7325705018284,7325705018314,7325705018345,7325705018376,7325705018390,7325705018413,7325705018437,7325705018451,7325705018475,7325705018499,7325705018512,7325705018536,7325705018550,7325705018574,7325705018598,7325705018611,7325705018635
9805293;G.N.H. IVY LEAGUE HERRINGBONE CHINOS;40;151903;90;201703;0;0;13/08/07;30/03/20;2;;;7322624274326,7322624274487,7322624274494,7322624274500,7322624274531,7322624274586,7322624274616,7322624274623,7322624274630,7322624274661,7322624274685,7322624274807,7322624274814,7322624274852,7322624274876,7322624274883,7322624274890,7322624274906,7322624274913,7322624274920,7322624274999,7322624275002,7322624275019,7322624275026,7322624275033,7322624275040,7322624275064,7322624275071
9807787;G.N.H. UNIVERSITY HERRINGBONE CHINOS N.H.;40;151903;90;201803;0;3;20/05/08;30/03/20;2;1;3;7322627865590,7322627865620,7322627865651,7322627865712,7322627865743,7322627865835,7322627865927,7322627865958,7322627866016,7322627866047,7322627866078,7322627866108,7322627866139,7322627866160,7322627867907,7322627867938,7322627868201,7322627868232,7322627868263,7322627868294,7322627868324,7322627868355,7322627869512,7322627869604,7322627869635,7322627869666,7322627869727,7322627869758
9812849;PREPPY COTTON TWILL PANTS R.;40;162104;205;201103;268,69;19;01/06/10;30/03/20;3;1;19;0200001031472,0200001031489,7322620491611,7322620491901,7322620492212,7322620492274,7322620506087,7322620506117,7322620506292,7322620506322,7322620506360,7322620506483,7322620508906,7322620508944,7322620509026,7322620515935,7322620515959,7322620516055,7322620516093,7322620516116,7322620516130
9802408;G.N.H. COTTON TWILL PANTS FF SL;40;162104;205;201703;0;0;18/05/06;30/03/20;3;;;7322620672102,7322620672119,7322620672126,7322620672287,7322620672294,7322620672300,7322620680312,7322620680473,7322620680480,7322620680497,7322620685966,7322620685973,7322620685980,7322620686147,7322622416513,7322622416520,7322622416537,7322622416544,7322622416551,7322622416568,7322622416643,7322622416650,7322622416667,7322622416674,7322622416759,7322622416766,7322622416773,7322622416780
9807756;G.N.H. COTTON TWILL PANTS R.;40;162104;205;201803;0;0;15/05/08;30/03/20;3;;;7322627976142,7322627976289,7322627976562,7322627976708,7322627976845,7322627977682,7322627977828,7322627978382,7322627978801,7322627978948,7322627979082,7322627979648,7322627979921,7322627980064,7322627980200
9810002;PREPPY COTTON TWILL PANT R.;40;162104;405;201103;268,69;33;05/06/09;30/03/20;2;1|20;28|5;0200001031458,0200001031465,7322620372781,7322620372811,7322620372910,7322620372958,7322620373085,7322620373313,7322620489946,7322620489977,7322620490928,7322620490959,7322620490997,7322620491031,7322620491130,7322620491345,7322620500269,7322620500863,7322620501549,7322620502423,7322620518844
