ArtikkelNr;Varetekst;LevKod;LevFargKod;Sesong;MainGroup;MainGrpTekst;ArtGroup;ArtGrpTekst;VVarekostL10;AntL10;VerdiL10;VVarekostL40;AntL40;VerdiL40;TotAnt;TotVerdi;LC;VerdiLCL10;VerdiLCL40
9828713;VAREPRØVER ACC;792190;410;201103;730;ACC-BABY;70;ACC;24,5;46;1127;24,5;15;367,5;61;1494,5;31,13;1431,98;466,95
9828962;ESSENTIAL LAMBSWOOL BLAZER 2B;76867;92;201303;120;BLAZERS;10;MEN;1020;4;4080;1020;0;0;4;4080;477,15;1908,6;0
9829123;LT. WEIGHT COTTON V-NECK;83072;484;201903;180;KNITWEAR;10;MEN;320;0;0;320;1;320;1;320;139;0;139
9829424;C. GIRL STRIPED LS RUGGER;705341;633;201303;170;JERSEY;61;BABY GIRLS;155;0;0;155;1;155;1;155;76,44;0;76,44
9829646;SNOWFLAKE MINI STOCKINGS 4-PACK;87011;90;201401;180;KNITWEAR;10;MEN;120;0;0;120;6;720;6;720;0;0;0
9829745;COTTON WOOL CREW;83101;405;201903;180;KNITWEAR;10;MEN;385;1;385;385;0;0;1;385;199,78;199,78;0
9829746;COTTON WOOL CREW;83101;487;201903;180;KNITWEAR;10;MEN;350;20;7000;350;0;0;20;7000;199,78;3995,6;0
9829828;ROBE CTN;9012;405;201403;220;GANT UNDERWEAR;80;GANT UNDERWEAR;350;0;0;350;136;47600;136;47600;147,42;0;20049,12
9829831;PYJAMA SET CONTEMPORARY;9961;405;201401;220;GANT UNDERWEAR;80;GANT UNDERWEAR;350;0;0;350;1;350;1;350;174,69;0;174,69
9830107;LONG JOHNS CTN STR STAR;1976;430;201304;220;GANT UNDERWEAR;80;GANT UNDERWEAR;140;0;0;140;64;8960;64;8960;60,38;0;3864,32
9830295;I-PHONE 5 COVER;2020;405;201503;300;OTHERS;99;OTHER;100;1;100;100;0;0;1;100;0;0;0
9830299;I-PAD MINI CASE;2024;130;201503;300;OTHERS;99;OTHER;180;21;3780;180;0;0;21;3780;69,76;1464,96;0
9830490;PYJAMA SET CONTEMPORARY;9961;625;201401;220;GANT UNDERWEAR;80;GANT UNDERWEAR;350;0;0;350;8;2800;8;2800;174,69;0;1397,52
9830762;THE COTTON COMFORT PANT T.;1505644;764;201401;140;PANTS;10;MEN;490;5;2450;490;0;0;5;2450;239,96;1199,8;0
9830781;LINEN SHIRT;431981;110;201601;160;SHIRTS;40;WOMEN;415;32;13280;415;0;0;32;13280;200,06;6401,92;0
9830868;COTTON WOOL V-NECK;83102;405;201903;180;KNITWEAR;10;MEN;385;0;0;385;1;385;1;385;199,78;0;199,78
9830869;COTTON WOOL V-NECK;83102;487;201903;180;KNITWEAR;10;MEN;385;5;1925;385;0;0;5;1925;199,78;998,9;0
9830900;COTTON WOOL ZIP;83103;280;201903;180;KNITWEAR;10;MEN;385;1;385;385;0;0;1;385;231,94;231,94;0
9830993;P.N. LINEN COTTON STRIPE BERMUDA C.;21047;454;201401;190;SHORTS;10;MEN;315;5;1575;315;0;0;5;1575;140,99;704,95;0
9830995;O.P. COTTON OXFORD SHORTS C.;21079;618;201401;190;SHORTS;10;MEN;315;4;1260;315;0;0;4;1260;136,49;545,96;0
9831376;P.N. CITADEL CANVAS JEAN T.;1002001;433;201401;150;JEANS;10;MEN;420;0;0;420;1;420;1;420;201,05;0;201,05
9831386;COTTON WOOL CREW;83101;92;201903;180;KNITWEAR;10;MEN;385;0;0;385;3;1155;3;1155;199,78;0;599,34
9831625;P.N. GIRL BLOCKSTRIPED DRESS;751139;668;201401;210;WOMEN;61;BABY GIRLS;166;0;0;166;1;166;1;166;82,92;0;82,92
9831653;P.N. SPRINGVILLE DB BLAZER 4B3PPC;76898;471;201401;120;BLAZERS;10;MEN;1015;0;0;1015;1;1015;1;1015;477,15;0;477,15
9831686;LT. WEIGHT COTTON V-NECK;83072;895;201903;180;KNITWEAR;10;MEN;315;0;0;315;198;62370;198;62370;139;0;27522
9831713;R. THE HOPSACK SMARTY PANTS;189660;433;201501;140;PANTS;10;MEN;735;0;0;735;1;735;1;735;358,07;0;358,07
9831715;R. THE HOPSACK;76905;433;201503;120;BLAZERS;10;MEN;1230;0;0;1230;1;1230;1;1230;672,56;0;672,56
9831786;BARSTRIPE SILK TIE;95286;618;201401;710;ACC-MEN;70;ACC;245;0;0;245;1;245;1;245;113,5;0;113,5
9831803;R. POCKET SQUARE. BUT ROUND...;95555;405;201501;710;ACC-MEN;70;ACC;189;3;567;189;8;1512;11;2079;80,93;242,79;647,44
9831807;YALE ARCHIVE OXFORD LS FBD;340002;110;201403;160;SHIRTS;10;MEN;315;0;0;315;1;315;1;315;118,01;0;118,01
9831811;LT. WEIGHT COTTON CREW;83071;895;201903;180;KNITWEAR;10;MEN;315;0;0;315;1;315;1;315;145,71;0;145,71
9831997;R. SELVAGE MADRAS POCKET SQUARE;95045;650;201501;710;ACC-MEN;70;ACC;100;0;0;100;4;400;4;400;36,18;0;144,72
9831998;R. SELVAGE MADRAS POCKET SQUARE;95045;758;201501;710;ACC-MEN;70;ACC;100;0;0;100;1;100;1;100;36,18;0;36,18
9832006;P.N. TURN UP COMFORT TWILL SHORTS;21383;471;201401;190;SHORTS;10;MEN;350;11;3850;350;0;0;11;3850;171,02;1881,22;0
9832055;STAR BORDER P/C;20302;27838;201401;10030;PILLOWCASES;90;HOME;203;0;0;203;8;1624;8;1624;0;0;0
9832056;ALL OVER STAR  P/C;20303;27838;201401;10030;PILLOWCASES;90;HOME;118;0;0;118;11;1298;11;1298;58,58;0;644,38
9832169;STRETCH COTTON CABLE V-NECK;480022;654;201903;180;KNITWEAR;40;WOMEN;380;0;0;380;29;11020;29;11020;171,17;0;4963,93
9832202;R. SOLID SWIMTRUNK;20305;438;201401;195;SWIMWEAR;10;MEN;235;1;235;235;0;0;1;235;101,17;101,17;0
9832249;P.N. BRODERIE ANGLAIS PENCIL SKIRT;440943;433;201401;200;SKIRTS;40;WOMEN;340;0;0;340;1;340;1;340;148,65;0;148,65
9832319;STRETCH COTTON CABLE V-NECK;480022;603;201903;180;KNITWEAR;40;WOMEN;380;0;0;380;35;13300;35;13300;171,17;0;5990,95
9832326;STRETCH COTTON CABLE V-NECK;480022;569;201903;180;KNITWEAR;40;WOMEN;380;0;0;380;29;11020;29;11020;171,17;0;4963,93
9832397;O.P. PATCH WORK BERMUDA L.;21421;423;201401;190;SHORTS;10;MEN;315;6;1890;315;0;0;6;1890;135,65;813,9;0
9832465;ELGIN HERRINGBONE TIE;95223;349;201403;710;ACC-MEN;70;ACC;280;0;0;280;1;280;1;280;128,51;0;128,51
9832474;MELANGE & LEATHER BRAIDED BELT;94142;88;201403;710;ACC-MEN;70;ACC;315;0;0;315;1;315;1;315;146,17;0;146,17
9832475;TARTAN D-RING BELT;94146;404;201403;710;ACC-MEN;70;ACC;280;0;0;280;4;1120;4;1120;132,44;0;529,76
9832476;ALL OVER FISHING WOOL TIE;95259;409;201403;710;ACC-MEN;70;ACC;280;0;0;280;1;280;1;280;122,63;0;122,63
9832544;E. CHECKED DUFFEL;470594;130;201403;100;OUTERWEAR;40;WOMEN;1550;0;0;1550;6;9300;6;9300;697;0;4182
9832564;DONEGAL BLAZER;476583;605;201403;120;BLAZERS;40;WOMEN;1170;1;1170;1170;0;0;1;1170;518,95;518,95;0
9832565;KATE CLASSIC DENIM JEAN;410541;961;201403;150;JEANS;40;WOMEN;440;0;0;440;1;440;1;440;198,16;0;198,16
9832570;PLAIN CASHMERE/LAMBSWOOL SCARF;491470;409;201403;740;ACC-WOMEN;70;ACC;340;0;0;340;44;14960;44;14960;148,13;0;6517,72
9832571;PLAIN CASHMERE/LAMBSWOOL SCARF;491470;606;201403;740;ACC-WOMEN;70;ACC;340;0;0;340;6;2040;6;2040;148,13;0;888,78
9832627;E. MELTON CASHMERE WRAP SKIRT;440972;405;201403;200;SKIRTS;40;WOMEN;510;0;0;510;35;17850;35;17850;225,63;0;7897,05
9832649;CHIP NEWSMAN WORNOUT JEAN;1030008;982;201503;150;JEANS;10;MEN;560;34;19040;560;0;0;34;19040;288,9;9822,6;0
9832765;BOY SOHO CHINO;710000;404;201501;140;PANTS;21;BABY BOYS;229,5;0;0;229,5;1;229,5;1;229,5;142,25;0;142,25
9832767;TYLER KNIGHT STR. COMFORT JEAN;1301109;971;201503;150;JEANS;10;MEN;455;34;15470;455;1;455;35;15925;211,35;7185,9;211,35
9832769;REGULAR STRAIGHT CONNECTICUT JEAN;1312409;962;201601;150;JEANS;10;MEN;420;19;7980;420;0;0;19;7980;150,92;2867,48;0
9832776;CHIP BANDANA LINER JEAN;1029508;961;201503;150;JEANS;10;MEN;490;20;9800;490;0;0;20;9800;246,45;4929;0
9832883;LT. WT. LAMBSWOOL V-NECK;83512;880;201503;180;KNITWEAR;10;MEN;350;3;1050;350;0;0;3;1050;180,18;540,54;0
9832887;E. AUDREY STRETCH DENIM JEAN;410562;981;201403;150;JEANS;40;WOMEN;590;0;0;590;1;590;1;590;255,06;0;255,06
9832891;E. TAILORED COLORED FLANNEL PANT;1512035;96;201403;140;PANTS;10;MEN;630;3;1890;630;0;0;3;1890;293,32;879,96;0
9833002;SNOWFLAKE MINI STOCKINGS 4-PACK;87011;610;201401;180;KNITWEAR;10;MEN;120;0;0;120;14;1680;14;1680;0;0;0
9833005;SNOWFLAKE CHRISTMAS BALL 2-PACK;87015;115;201401;180;KNITWEAR;10;MEN;103;0;0;103;47;4841;47;4841;0;0;0
9833006;SNOWFLAKE CHRISTMAS BALL 2-PACK;87015;610;201401;180;KNITWEAR;10;MEN;103;0;0;103;16;1648;16;1648;0;0;0
9833168;SOFT COTTON  SOCKS 3-PACK;96801;91;201601;710;ACC-MEN;70;ACC;85;0;0;85;1;85;1;85;50,24;0;50,24
9833430;COTTON CABLE CREW;80051;130;201804;180;KNITWEAR;10;MEN;455;12;5460;455;11;5005;23;10465;228,19;2738,28;2510,09
9833450;C. CS. TAILORED FLANNEL PANT;1610235;404;201403;140;PANTS;10;MEN;770;0;0;770;1;770;1;770;362,97;0;362,97
9833459;THE GINGHAM SS BD;307541;468;201401;160;SHIRTS;10;MEN;280;0;0;280;9;2520;9;2520;114,41;0;1029,69
9833472;FLOWER WOOL TIE;95239;404;201403;710;ACC-MEN;70;ACC;252;0;0;252;3;756;3;756;129,98;0;389,94
9833473;TARTAN TIE;95240;404;201403;710;ACC-MEN;70;ACC;280;0;0;280;1;280;1;280;137,34;0;137,34
9833474;TWEED BRETON TIE;95243;409;201403;710;ACC-MEN;70;ACC;245;0;0;245;1;245;1;245;120,17;0;120,17
9833476;IVY SHIELD TIE;95249;409;201403;710;ACC-MEN;70;ACC;355;0;0;355;2;710;2;710;159,41;0;318,82
9833477;IVY SHIELD BOW TIE;95250;409;201403;710;ACC-MEN;70;ACC;252;0;0;252;4;1008;4;1008;139,79;0;559,16
9833478;FOULARD POCKET SQUARE;95256;349;201403;710;ACC-MEN;70;ACC;175;0;0;175;2;350;2;350;73,58;0;147,16
9833480;REP STRIPED TIE;95231;409;201403;710;ACC-MEN;70;ACC;315;0;0;315;4;1260;4;1260;144,7;0;578,8
9833481;REP STRIPED TIE;95231;606;201403;710;ACC-MEN;70;ACC;315;0;0;315;3;945;3;945;144,7;0;434,1
9833488;R. SHANTUNG STRIPE TIE;95174;405;201403;710;ACC-MEN;70;ACC;300;2;600;300;1;300;3;900;152,06;304,12;152,06
9833793;KATE SATIN JEAN;410600;405;201403;150;JEANS;40;WOMEN;410;0;0;410;2;820;2;820;185,41;0;370,82
9833867;ONE STAR  P/C;28100;27838;201403;10030;PILLOWCASES;90;HOME;203;0;0;203;1;203;1;203;0;0;0
9833908;E. CORDUROY CHINO;414761;606;201403;140;PANTS;40;WOMEN;410;0;0;410;2;820;2;820;180,97;0;361,94
9833950;E. BOUCLE SHORTS;420342;433;201403;190;SHORTS;40;WOMEN;450;2;900;450;0;0;2;900;194,59;389,18;0
9834062;KATE SATIN JEAN;410600;606;201403;150;JEANS;40;WOMEN;410;0;0;410;1;410;1;410;185,41;0;185,41
9834110;RETRO STRIPE HAT;90809;130;201403;710;ACC-MEN;70;ACC;175;0;0;175;4;700;4;700;70,27;0;281,08
9834169;CHUNKY CABLE HAT;490804;404;201403;740;ACC-WOMEN;70;ACC;205;0;0;205;1;205;1;205;83,78;0;83,78
9834172;FISHERMANS SOCKS;496808;404;201403;740;ACC-WOMEN;70;ACC;205;0;0;205;2;410;2;410;87,39;0;174,78
9834178;SOLID LAMBSWOOL TIE;95220;223;201403;710;ACC-MEN;70;ACC;280;0;0;280;1;280;1;280;138,32;0;138,32
9834241;FINE CABLE HAT;490820;606;201403;740;ACC-WOMEN;70;ACC;205;0;0;205;9;1845;9;1845;90,09;0;810,81
9834246;FINE CABLE MITTENS;493820;606;201403;740;ACC-WOMEN;70;ACC;255;0;0;255;3;765;3;765;110,81;0;332,43
9834310;PEARLSTITCH SCARF;91863;349;201403;710;ACC-MEN;70;ACC;210;5;1050;210;0;0;5;1050;97,76;488,8;0
9834415;MADRAS PRINT TIE;95337;401;201404;710;ACC-MEN;70;ACC;280;0;0;280;1;280;1;280;125,08;0;125,08
9834474;STRETCH COTTON CABLE CREW;480021;643;201903;180;KNITWEAR;40;WOMEN;445;0;0;445;5;2225;5;2225;172,15;0;860,75
9834485;E. STRETCH WOOL FLANNEL PENCIL;440975;93;201403;200;SKIRTS;40;WOMEN;510;0;0;510;11;5610;11;5610;225,63;0;2481,93
9834544;PRINCE OF WALES TIE;95615;409;201501;710;ACC-MEN;70;ACC;315;0;0;315;7;2205;7;2205;142,25;0;995,75
9834545;R. MEDALLION POCKET SQUARE;95672;433;201501;710;ACC-MEN;70;ACC;165;0;0;165;2;330;2;330;77,99;0;155,98
9834554;STRETCH OXFORD BANKER;432183;455;201603;160;SHIRTS;40;WOMEN;345;1;345;345;0;0;1;345;152,82;152,82;0
9834555;STRETCH OXFORD BANKER;432183;662;201603;160;SHIRTS;40;WOMEN;345;1;345;345;18;6210;19;6555;152,82;152,82;2750,76
9834559;L. THE OXFORD SHIRT BLAZER 2B3PPW;76420;451;201501;120;BLAZERS;10;MEN;945;0;0;945;3;2835;3;2835;456,17;0;1368,51
9834625;SOLID HEAVY LINEN THROW 130x180 CM;45155;837;201403;50020;THROWS;90;HOME;685;7;4795;685;0;0;7;4795;0;0;0
9834627;DEGRADEE STRIPE THROW 130x180 CM;45157;345;201403;50020;THROWS;90;HOME;572;8;4576;572;0;0;8;4576;0;0;0
9834630;DEGRADEE STRIPE THROW 130x180 CM;45157;754;201403;50020;THROWS;90;HOME;572;5;2860;572;0;0;5;2860;0;0;0
9834631;DEGRADEE STRIPE THROW 130x180 CM;45157;814;201403;50020;THROWS;90;HOME;572;13;7436;572;0;0;13;7436;0;0;0
9834675;O. ARCHIVE OXFORD SHIRT;930090;110;201801;160;SHIRTS;20;BOYS;235;2;470;235;1;235;3;705;119,37;238,74;119,37
9834676;REVERSIBLE MADRAS LEATHER BELT;94094;105;201501;710;ACC-MEN;70;ACC;420;0;0;420;5;2100;5;2100;175,11;0;875,55
9834677;ELASTIC BELT;94131;620;201503;710;ACC-MEN;70;ACC;280;0;0;280;13;3640;13;3640;112,87;0;1467,31
9834678;D RING LEATHER BELT;94165;35;201501;710;ACC-MEN;70;ACC;350;0;0;350;33;11550;33;11550;144,21;0;4758,93
9834694;O1. SUNBLEACHED C-NECK SWEAT;266100;424;201801;170;JERSEY;10;MEN;385;0;0;385;3;1155;3;1155;179,85;0;539,55
9834701;O1. SUNBLEACHED PIQUE RUGGER;262100;424;201801;170;JERSEY;10;MEN;315;0;0;315;6;1890;6;1890;147,7;0;886,2
9834708;REGULAR STRAIGHT MICROTWILL JEAN;1001909;405;201701;150;JEANS;10;MEN;420;0;0;420;17;7140;17;7140;233,26;0;3965,42
9834801;D1. REGULAR 11 OZ JEANS;1033009;970;202001;150;JEANS;10;MEN;420;101;42420;420;0;0;101;42420;206,01;20807,01;0
9834893;LT. WEIGHT COTTON V-NECK;83072;690;201903;180;KNITWEAR;10;MEN;315;13;4095;315;11;3465;24;7560;139;1807;1529
9834895;STRETCH COTTON CABLE V-NECK;480022;420;201903;180;KNITWEAR;40;WOMEN;445;0;0;445;1;445;1;445;171,17;0;171,17
9834907;YALE SOLID OXFORD BF SHIRT;432052;110;201501;160;SHIRTS;40;WOMEN;310;0;0;310;1;310;1;310;113,56;0;113,56
9834908;AIR OXFORD B.D SHIRT;432195;110;201701;160;SHIRTS;40;WOMEN;345;0;0;345;5;1725;5;1725;170,83;0;854,15
9834929;O. LINEN COTTON STRIPE SHORTS C.;21075;433;201501;190;SHORTS;10;MEN;315;15;4725;315;0;0;15;4725;148,2;2223;0
9835033;REGULAR STRAIGHT DUSTY TWILL JEAN;1007309;440;201901;150;JEANS;10;MEN;455;0;0;455;2;910;2;910;235,44;0;470,88
9835038;L. SPENCER RIPPED JEAN SHORTS;21021;991;201501;190;SHORTS;10;MEN;525;21;11025;525;0;0;21;11025;244,27;5129,67;0
9835357;ANGORA CHRISTMAS STOCKING 2-PACK;87019;130;201403;180;KNITWEAR;10;MEN;147;0;0;147;20;2940;20;2940;0;0;0
9835358;THE ORIGINAL PIQUE SS RUGGER;2201;94;201903;170;JERSEY;10;MEN;265;1;265;265;0;0;1;265;113,1;113,1;0
9835381;L. CASUAL FRIDAY SUMMER CHINO;1908520;326;201501;140;PANTS;10;MEN;350;0;0;350;3;1050;3;1050;177,51;0;532,53
9835384;L. CASUAL FRIDAY SUMMER CHINO;1908520;670;201501;140;PANTS;10;MEN;350;35;12250;350;4;1400;39;13650;177,51;6212,85;710,04
9835385;L. CASUAL FRIDAY SUMMER CHINO;1908520;717;201501;140;PANTS;10;MEN;350;34;11900;350;0;0;34;11900;177,51;6035,34;0
9835386;L. MADRAS SHORTS C.;21411;440;201501;190;SHORTS;10;MEN;350;11;3850;350;5;1750;16;5600;161,06;1771,66;805,3
9835459;R. SUMMER CHINO;192116;232;201501;140;PANTS;10;MEN;400;5;2000;400;1;400;6;2400;189,2;946;189,2
9835460;R. SUMMER CHINO;192116;405;201501;140;PANTS;10;MEN;400;2;800;400;0;0;2;800;189,2;378,4;0
9835461;R. SUMMER CHINO;192116;424;201501;140;PANTS;10;MEN;400;5;2000;400;0;0;5;2000;189,2;946;0
9835613;COTTON WOOL V-NECK;83102;92;201903;180;KNITWEAR;10;MEN;385;0;0;385;8;3080;8;3080;199,78;0;1598,24
9835617;COTTON WOOL ZIP;83103;92;201903;180;KNITWEAR;10;MEN;455;0;0;455;19;8645;19;8645;231,94;0;4406,86
9835866;C. LINEN/COTTON BARSTRIPE CREW;81290;476;201501;180;KNITWEAR;10;MEN;490;0;0;490;1;490;1;490;211,71;0;211,71
9835947;SOLID SWIM BOXER;20010;436;201501;195;SWIMWEAR;10;MEN;175;0;0;175;1;175;1;175;75,02;0;75,02
9835948;SOLID SWIM BOXER;20010;671;201501;195;SWIMWEAR;10;MEN;175;0;0;175;5;875;5;875;75,02;0;375,1
9835950;O. VINTAGE FLOWER SWIM BOXER;20115;409;201501;195;SWIMWEAR;10;MEN;315;0;0;315;2;630;2;630;141,81;0;283,62
9835965;LT. WEIGHT COTTON CREW;83071;383;201903;180;KNITWEAR;10;MEN;315;0;0;315;2;630;2;630;145,71;0;291,42
9835968;COTTON CABLE CREW;80051;94;201804;180;KNITWEAR;10;MEN;455;2;910;455;0;0;2;910;228,19;456,38;0
9836118;TAILORED REGULAR COTTON PANT;1505633;405;201601;140;PANTS;10;MEN;560;9;5040;560;1;560;10;5600;264,74;2382,66;264,74
9836162;O. SATIN BERMUDA SHORTS;420348;115;201501;190;SHORTS;40;WOMEN;410;0;0;410;13;5330;13;5330;185,9;0;2416,7
9836196;AUDREY CLASSIC COLORED JEAN;410045;110;201501;150;JEANS;40;WOMEN;510;0;0;510;10;5100;10;5100;225,63;0;2256,3
9836255;PEARLSTITCH SCARF;91863;409;201403;710;ACC-MEN;70;ACC;210;0;0;210;2;420;2;420;97,76;0;195,52
9836262;R. DOT AND STRIPE BELT;94084;405;201403;710;ACC-MEN;70;ACC;335;0;0;335;3;1005;3;1005;161,87;0;485,61
9836263;HAND BRAIDED LEATHER BELT;94143;205;201403;710;ACC-MEN;70;ACC;455;0;0;455;1;455;1;455;215,82;0;215,82
9836264;IVY D-RING BELT;94145;409;201403;710;ACC-MEN;70;ACC;315;0;0;315;3;945;3;945;149,6;0;448,8
9836265;R. POLKA DOT TIE;95167;405;201403;710;ACC-MEN;70;ACC;265;0;0;265;1;265;1;265;122,63;0;122,63
9836272;REGULAR DESERT JEANS;1010209;261;202001;150;JEANS;10;MEN;420;10;4200;420;15;6300;25;10500;193,42;1934,2;2901,3
9836273;REGULAR DESERT JEANS;1010209;405;202001;150;JEANS;10;MEN;455;37;16835;455;14;6370;51;23205;193,42;7156,54;2707,88
9836274;CLASSIC JEANS BELT;94169;205;201604;710;ACC-MEN;70;ACC;385;0;0;385;1;385;1;385;174,4;0;174,4
9836275;CLASSIC JEANS BELT;94169;5;201604;710;ACC-MEN;70;ACC;385;2;770;385;2;770;4;1540;174,4;348,8;348,8
9836286;PLAIN BELT;94000;405;201801;710;ACC-MEN;70;ACC;385;1;385;385;0;0;1;385;172,22;172,22;0
9836290;O. STRIPED LINEN DRESS;450833;971;201501;210;WOMEN;40;WOMEN;580;0;0;580;1;580;1;580;262,91;0;262,91
9836301;C.W DIAGONAL FLOWER DRESS;651344;130;201501;210;WOMEN;60;TEEN GIRLS;387;0;0;387;1;387;1;387;214,35;0;214,35
9836302;STRETCH OXFORD SOLID;432180;110;201801;160;SHIRTS;40;WOMEN;345;26;8970;345;0;0;26;8970;152,82;3973,32;0
9836303;STRETCH OXFORD SOLID;432180;455;201801;160;SHIRTS;40;WOMEN;306;80;24480;306;0;0;80;24480;152,82;12225,6;0
9836304;STRETCH OXFORD SOLID;432180;662;201801;160;SHIRTS;40;WOMEN;345;145;50025;345;2;690;147;50715;152,82;22158,9;305,64
9836305;STRETCH OXFORD SOLID;432180;429;201801;160;SHIRTS;40;WOMEN;345;265;91425;345;0;0;265;91425;152,82;40497,3;0
9836307;TAILORED REGULAR COTTON PANT;1505633;277;201601;140;PANTS;10;MEN;504;14;7056;504;4;2016;18;9072;264,74;3706,36;1058,96
9836376;LT WT COTTON CREW CARDIGAN;483025;603;201901;180;KNITWEAR;40;WOMEN;270;0;0;270;1;270;1;270;152,55;0;152,55
9836383;A.S. WOOL SLACKS;810417;405;201203;140;PANTS;20;BOYS;325,5;1;325,5;325,5;0;0;1;325,5;231,32;231,32;0
9836445;N HAVEN THE CHINO;1409550;271;201501;140;PANTS;10;MEN;350;0;0;350;2;700;2;700;158,74;0;317,48
9836456;R. SOLID SWIMTRUNKS;20742;434;201501;195;SWIMWEAR;10;MEN;235;1;235;235;2;470;3;705;108,11;108,11;216,22
9836506;ROPE TIE;95606;409;201501;710;ACC-MEN;70;ACC;350;0;0;350;4;1400;4;1400;164,32;0;657,28
9836508;BOLD BRETON TIE;95631;620;201501;710;ACC-MEN;70;ACC;315;0;0;315;2;630;2;630;164,32;0;328,64
9836510;LINEN SHANTUNG STRIPE TIE;95636;472;201501;710;ACC-MEN;70;ACC;245;2;490;245;0;0;2;490;103,01;206,02;0
9836517;BRETON STRIPED BOW TIE;95619;472;201501;710;ACC-MEN;70;ACC;350;0;0;350;1;350;1;350;156,96;0;156,96
9836519;BRETON CLUB BOW TIE;95639;409;201501;710;ACC-MEN;70;ACC;220,5;0;0;220,5;7;1543,5;7;1543,5;112,82;0;789,74
9836524;LINEN SHANTUNG STRIPE TIE;95636;657;201501;710;ACC-MEN;70;ACC;245;4;980;245;0;0;4;980;103,01;412,04;0
9836530;R. POCKET SQUARE. BUT ROUND...;95555;102;201501;710;ACC-MEN;70;ACC;148,5;0;0;148,5;1;148,5;1;148,5;80,93;0;80,93
9836531;R. SUMMER OXFORD REP TIE;95663;440;201501;710;ACC-MEN;70;ACC;265;4;1060;265;0;0;4;1060;132,44;529,76;0
9836533;R. MINI DOGTOOTH TIE;95667;400;201501;710;ACC-MEN;70;ACC;265;0;0;265;1;265;1;265;127,53;0;127,53
9836534;R. FLOWER POCKET SQUARE;95673;445;201501;710;ACC-MEN;70;ACC;121,5;1;121,5;121,5;0;0;1;121,5;67,69;67,69;0
9836615;C. STRIPED BIKINI BOTTOM;469106;460;201501;195;SWIMWEAR;40;WOMEN;275;0;0;275;3;825;3;825;130,47;0;391,41
9836618;C. STRIPED BIKINI BOTTOM;469106;621;201501;195;SWIMWEAR;40;WOMEN;275;0;0;275;1;275;1;275;130,47;0;130,47
9836651;L. BRODERIE ANGLAIS SKIRT;440022;113;201501;200;SKIRTS;40;WOMEN;340;0;0;340;13;4420;13;4420;144,86;0;1883,18
9836690;O.KATE CR WHITE FRILL STRETCH JEAN;410048;110;201501;150;JEANS;40;WOMEN;480;0;0;480;11;5280;11;5280;218,76;0;2406,36
9836692;O.AUDREY CR FADED STRIPE JEAN;410056;971;201501;150;JEANS;40;WOMEN;620;0;0;620;3;1860;3;1860;282,53;0;847,59
9836708;WEBBING BEACH BELT;94095;232;201501;710;ACC-MEN;70;ACC;315;0;0;315;1;315;1;315;120,17;0;120,17
9836710;C.W. COLORED CHIP TWILL 5PKT;910020;115;201501;150;JEANS;20;BOYS;252;0;0;252;1;252;1;252;141,26;0;141,26
9836715;ROPE SAILING BELT;494557;131;201501;740;ACC-WOMEN;70;ACC;550;0;0;550;3;1650;3;1650;210,92;0;632,76
9836719;O. STRIPED JERSEY SKIRT;440020;433;201501;200;SKIRTS;40;WOMEN;580;0;0;580;11;6380;11;6380;265,36;0;2918,96
9836721;R. DOT SWIMTRUNKS;20741;433;201501;195;SWIMWEAR;10;MEN;265;0;0;265;2;530;2;530;118,92;0;237,84
9836737;CHIP KNIGHT STR. COMFORT JEAN;1301208;981;201501;150;JEANS;10;MEN;420;5;2100;420;0;0;5;2100;208,17;1040,85;0
9836744;C. PRINTED TRIANGLE BIKINI TOP;469113;324;201501;195;SWIMWEAR;40;WOMEN;275;0;0;275;1;275;1;275;124,1;0;124,1
9836745;C. PRINTED BIKINI BOTTOM;469114;324;201501;195;SWIMWEAR;40;WOMEN;275;0;0;275;1;275;1;275;124,1;0;124,1
9836771;R. SOLID SWIMTRUNKS;20742;671;201501;195;SWIMWEAR;10;MEN;235;0;0;235;1;235;1;235;108,11;0;108,11
9836791;O. SAFARI VOILE B SHIRT;432223;115;201501;160;SHIRTS;40;WOMEN;480;0;0;480;23;11040;23;11040;213,37;0;4907,51
9836793;BELTED CARGO SHORTS L.;21401;34;201501;190;SHORTS;10;MEN;420;24;10080;420;0;0;24;10080;195,26;4686,24;0
9836794;BELTED CARGO SHORTS L.;21401;409;201501;190;SHORTS;10;MEN;420;20;8400;420;0;0;20;8400;195,26;3905,2;0
9836795;O. BLUE CHECK SHORTS C.;21409;472;201501;190;SHORTS;10;MEN;350;0;0;350;6;2100;6;2100;163,66;0;981,96
9836796;L. SUMMER CHINO SHORTS C.;21415;277;201501;190;SHORTS;10;MEN;315;5;1575;315;5;1575;10;3150;155,86;779,3;779,3
9836797;L. SUMMER CHINO SHORTS C.;21415;433;201501;190;SHORTS;10;MEN;315;18;5670;315;0;0;18;5670;155,86;2805,48;0
9836821;R. OXFORD GINGHAM SHORTS;21355;442;201501;190;SHORTS;10;MEN;335;13;4355;335;2;670;15;5025;158,46;2059,98;316,92
9836824;R. SUMMER CHINO SHORTS;21327;232;201501;190;SHORTS;10;MEN;365;3;1095;365;7;2555;10;3650;163,66;490,98;1145,62
9836825;R. SUMMER CHINO SHORTS;21327;405;201501;190;SHORTS;10;MEN;365;16;5840;365;0;0;16;5840;163,66;2618,56;0
